RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount ,HasCreditCard,ActiveStatus,IncomeEstimate,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints,Retention
9314,5758968,TANDESKI,813,Israel,1,43,7,83985.2,1,0,0,240243,0,1,Gold Card,1768,1
9315,5646845,FOUCHA,672,Israel,1,51,6,98174.7,1,1,1,80446,1,2,Debit Card,1203,0
9316,5653863,STREBIG,728,UK,1,46,10,89178.1,1,1,0,54607,0,1,Titanium Card,433,1
9317,5767834,TRESSLER,540,Israel,0,56,6,72538,3,1,0,92170,1,6,Debit Card,775,0
9318,5587198,BUOB,706,UK,0,42,1,70691,1,1,0,292030,1,3,Titanium Card,1668,0
9319,5613534,INGLESBY,765,USA,1,60,8,0,1,0,1,201724,0,4,Elite Card,714,1
9320,5576002,SHEAK,624,UK,0,31,4,0,2,1,1,56654,0,6,Elite Card,598,1
9321,5782114,VANABEL,683,UK,1,31,14,0,2,1,1,3573,0,2,Debit Card,1574,1
9322,5686514,GRETCH,546,USA,1,52,6,54788.1,1,1,0,160240,1,2,Gold Card,721,0
9323,5739444,ZULKOWSKI,772,UK,1,42,12,0,2,1,0,59267,0,2,Titanium Card,1765,1
9324,5817240,RUEDY,743,UK,1,51,3,51211.3,4,1,0,294556,1,3,Elite Card,685,0
9325,5778691,CHAUSSE,847,Israel,1,80,4,95033.5,2,1,1,183760,0,1,Elite Card,734,1
9326,5788175,JUMPER,701,USA,0,40,12,0,2,1,1,92991,0,5,Elite Card,1588,1
9327,5603415,SPRINGMEYER,609,Israel,1,33,10,69141,1,0,1,288696,1,3,Elite Card,480,0
9328,5626008,GRENGS,617,USA,0,41,10,0,1,1,1,7792,0,1,Debit Card,1220,1
9329,5764132,LACARIA,577,Israel,0,41,6,85579.8,2,1,0,297384,0,3,Elite Card,1174,1
9330,5572648,OSOY,746,USA,0,33,7,0,2,1,1,93952,0,4,Debit Card,453,1
9331,5781235,BUSSIAN,690,UK,1,29,1,0,2,1,1,171009,0,5,Titanium Card,626,1
9332,5660544,HERALDEZ,671,Israel,1,18,12,110755.5,1,1,1,161992,0,5,Titanium Card,1566,1
9333,5638996,BIRCHER,792,Israel,1,54,7,98809.6,1,1,0,72856,1,4,Titanium Card,872,0
9334,5716237,DIECIDUE,801,UK,1,78,1,80804.6,1,1,1,114024,0,4,Elite Card,997,1
9335,5778653,PALIOTTI,705,USA,0,24,2,0,2,1,1,271212,0,5,Titanium Card,1054,1
9336,5740300,THRESHER,832,Israel,1,43,11,85035.2,2,1,0,6337,0,1,Titanium Card,998,1
9337,5595314,DOUTHAT,740,UK,1,55,6,106305.7,1,1,0,203762,0,5,Gold Card,648,1
9338,5799228,PIQUE,476,Israel,0,46,10,68057.1,1,1,1,275304,1,1,Gold Card,1245,0
9339,5692039,PHILHOWER,639,Israel,0,60,13,95024.8,1,1,1,133187,0,4,Titanium Card,876,1
9340,5723982,LOUNSBERY,701,USA,1,38,10,121854.5,2,1,1,95599,0,3,Gold Card,1696,1
9341,5606364,SABB,760,UK,1,51,8,0,2,1,0,2046,0,5,Gold Card,955,1
9342,5702382,SHIVEL,739,UK,0,37,11,0,2,1,1,223776,0,2,Gold Card,1430,1
9343,5694439,RASS,635,UK,0,26,7,0,2,1,0,80091,0,2,Elite Card,1184,1
9344,5800574,PROVENCAL,811,Israel,1,52,10,101375.7,2,1,0,146865,0,1,Titanium Card,796,1
9345,5720858,DAUZAT,729,UK,1,21,0,73998.5,1,1,0,152150,0,3,Titanium Card,1682,1
9346,5758898,HILDERMAN,574,UK,1,53,14,99294.7,1,1,1,175416,0,1,Elite Card,1101,1
9347,5806928,SONCRANT,787,UK,1,44,9,0,1,1,1,169901,0,1,Debit Card,426,1
9348,5804090,POUST,694,USA,0,26,3,56292.4,1,1,1,272174,0,5,Titanium Card,1257,1
9349,5807259,MACKRELL,759,UK,0,39,10,62613.6,1,0,0,269870,0,2,Elite Card,904,1
9350,5750530,MONKE,849,UK,0,40,3,105808.7,2,0,0,147879,0,2,Debit Card,403,1
9351,5690387,WESCHLER,662,USA,1,33,15,0,3,0,1,180481,0,5,Elite Card,1362,1
9352,5606842,MCCARGAR,773,Israel,0,62,6,82136.6,1,1,1,150808,0,1,Debit Card,1495,1
9353,5610810,RUBOTTOM,655,UK,0,46,1,48630.2,2,1,0,148397,0,3,Debit Card,1108,1
9354,5695000,BEITING,631,USA,1,38,2,119161.8,1,1,1,291740,0,2,Titanium Card,620,1
9355,5793343,ELZEIN,620,UK,1,45,4,0,2,1,1,215442,0,3,Debit Card,652,1
9356,5622166,SUNKEN,711,USA,1,37,2,0,1,1,0,250545,0,5,Elite Card,1504,1
9357,5735057,TINGER,390,UK,1,45,9,0,1,1,0,116679,1,2,Gold Card,1774,0
9358,5814556,HEUMAN,405,UK,0,46,8,0,1,1,1,121521,1,1,Gold Card,1382,0
9359,5730260,NOFTZ,831,UK,1,21,10,0,2,1,1,62799,0,3,Debit Card,673,1
9360,5607639,LARDY,611,Israel,1,39,13,93414.1,1,1,0,16954,1,1,Titanium Card,1353,0
9361,5673312,CHESTON,576,Israel,1,31,15,88604.6,1,0,1,224076,0,3,Debit Card,1292,1
9362,5642891,DEWALL,564,Israel,1,50,0,119556.6,2,1,1,253955,0,5,Debit Card,1670,1
9363,5702858,KOEBERLE,721,UK,0,29,11,91452.9,1,1,1,55896,0,6,Titanium Card,1765,1
9364,5749834,BOVEN,657,USA,0,38,11,0,2,1,1,29273,0,1,Debit Card,597,1
9365,5780539,FROEMKE,617,UK,1,43,2,79973.5,2,1,0,154602,0,1,Elite Card,1382,1
9366,5754710,LUKOW,763,UK,1,29,5,84943,1,1,1,201688,0,1,Gold Card,1699,1
9367,5656495,STETHEM,739,UK,1,40,6,0,1,1,0,105744,0,3,Gold Card,1760,1
9368,5786550,KRANZ,687,UK,0,31,10,91606.1,1,1,0,263816,1,5,Titanium Card,1578,0
9369,5671911,EGERT,788,UK,0,31,4,0,2,1,0,159585,0,1,Debit Card,1681,1
9370,5797033,MCKESSY,702,USA,0,46,4,0,1,1,1,78207,0,1,Elite Card,775,1
9371,5733057,RUDISELL,644,UK,0,37,13,0,4,0,0,27784,1,1,Gold Card,576,0
9372,5783656,METH,591,UK,1,32,2,74996.7,1,1,1,48347,0,3,Gold Card,1016,1
9373,5776347,OLDENBURGER,699,UK,0,32,5,52088.8,1,0,1,261338,0,5,Elite Card,1666,1
9374,5809018,KINGSOLVER,689,USA,1,27,13,0,2,1,0,153032,0,1,Gold Card,471,1
9375,5632728,SOLANA,731,USA,1,37,12,97035.4,1,1,1,47227,0,4,Titanium Card,950,1
9376,5643349,FABREGA,693,Israel,1,56,15,82395.5,2,1,0,123703,1,1,Elite Card,523,0
9377,5659180,RISSLER,666,UK,0,46,9,0,1,0,0,166350,1,5,Titanium Card,980,0
9378,5709587,KENDRO,597,UK,1,34,9,97524.1,1,1,0,157658,0,1,Debit Card,460,1
9379,5763664,DONAHAY,686,USA,0,27,4,74551.5,2,1,0,19012,0,2,Titanium Card,1288,1
9380,5626970,MARMION,741,USA,0,29,15,0,2,1,1,139883,0,2,Gold Card,1022,1
9381,5598753,BOURDEAUX,682,UK,1,66,6,62944.5,1,0,1,217949,0,3,Titanium Card,1411,1
9382,5756583,RECH,765,USA,0,43,14,61033.2,1,1,1,70709,0,3,Elite Card,1666,1
9383,5667533,GERIS,615,UK,0,38,7,39712.4,1,1,1,251584,0,3,Gold Card,1623,1
9384,5740233,PLEMMONS,814,UK,0,24,10,62976.5,2,0,1,278851,0,4,Elite Card,631,1
9385,5688164,ROUEN,793,UK,0,60,15,0,1,0,0,128815,1,3,Debit Card,1173,0
9386,5759533,MAGNO,731,Israel,0,43,13,63578.8,2,1,1,2681,0,3,Gold Card,1113,1
9387,5673856,SENSENBAUGH,815,Israel,0,40,4,68123.6,2,1,0,34847,0,3,Gold Card,702,1
9388,5595486,GREFE,510,UK,1,32,15,96583.8,1,0,0,281610,0,2,Titanium Card,1090,1
9389,5707334,STAYTON,636,USA,0,48,14,0,2,1,1,150090,0,2,Elite Card,608,1
9390,5758418,ABBO,632,UK,1,31,12,0,1,1,1,120195,0,4,Elite Card,1005,1
9391,5619604,METEVIER,802,Israel,1,42,6,75527.4,2,1,1,198701,0,2,Debit Card,475,1
9392,5641541,ZERINGUE,922,USA,1,56,1,0,2,1,1,144303,0,1,Elite Card,525,1
9393,5572418,BORGLUM,532,USA,1,33,10,0,2,1,0,142465,0,2,Elite Card,1398,1
9394,5687214,DEXTER,735,Israel,1,45,10,74451.9,1,1,0,268240,1,2,Gold Card,1074,0
9395,5616991,SURRENA,627,Israel,0,34,0,87400.7,1,1,1,289279,0,3,Debit Card,1364,1
9396,5802217,RADKOWSKI,626,Israel,1,60,1,50734.5,2,0,1,265857,0,3,Elite Card,655,1
9397,5763466,JUCKEM,744,USA,1,37,13,0,2,1,0,299630,0,5,Debit Card,1177,1
9398,5672583,BUNTIN,838,UK,0,61,5,61673.9,2,0,1,99290,0,6,Titanium Card,1509,1
9399,5753861,NEAPOLITAN,445,UK,1,34,15,0,2,1,1,271906,0,3,Elite Card,1002,1
9400,5745103,BATTIG,742,UK,0,41,10,51768.3,1,1,1,38111,0,2,Gold Card,630,1
9401,5586846,SARWAR,651,UK,0,33,15,65573.4,1,0,0,31460,0,3,Elite Card,1092,1
9402,5602187,HEGYES,766,Israel,0,52,15,77012,1,0,0,114817,1,3,Elite Card,1036,0
9403,5675750,KYTLE,779,Israel,1,64,14,18192.3,1,1,1,165764,0,2,Debit Card,1112,1
9404,5696035,GINTER,714,UK,1,27,13,0,1,1,0,246371,0,4,Titanium Card,1677,1
9405,5793761,CLEMENTS,594,USA,0,43,11,0,2,0,0,157724,0,2,Debit Card,774,1
9406,5808206,ROMER,630,UK,0,44,6,0,1,1,1,83803,1,4,Gold Card,1239,0
9407,5745749,ECKSTEIN,902,UK,1,38,5,87997.8,2,1,1,268121,0,5,Debit Card,1178,1
9408,5652857,DRAIS,507,USA,1,30,7,81053.6,1,0,1,202080,0,4,Titanium Card,1531,1
9409,5769251,CHRISTALDI,680,UK,1,57,12,88290.9,1,1,0,1467,0,4,Elite Card,1602,1
9410,5592461,BLACKS,558,USA,0,29,6,0,2,0,1,275080,0,3,Debit Card,1022,1
9411,5735965,KASTENBAUM,622,Israel,0,40,4,71985.6,2,1,0,233814,0,3,Elite Card,501,1
9412,5797708,RYKACZEWSKI,765,Israel,1,40,2,52079.7,4,1,0,178889,1,4,Elite Card,1094,0
9413,5725573,LAURENZ,750,UK,0,21,12,65789.4,1,0,0,200580,0,2,Debit Card,1432,1
9414,5738864,CASTORENA,721,UK,0,53,12,0,2,1,0,255951,0,1,Debit Card,508,1
9415,5633827,HATTLEY,624,USA,1,43,6,0,1,1,0,188538,1,3,Titanium Card,655,0
9416,5752073,KRANTZ,770,Israel,1,52,7,86176,2,0,0,28725,0,3,Debit Card,616,1
9417,5796638,WOODHALL,697,Israel,1,40,1,87835.6,1,1,0,130342,0,6,Debit Card,1527,1
9418,5658144,RYBOLT,624,USA,0,38,9,0,2,1,0,86963,0,3,Elite Card,1606,1
9419,5645759,LANGSNER,679,USA,0,26,11,0,1,1,1,124408,0,3,Gold Card,936,1
9420,5799621,BURDG,738,Israel,0,21,14,38281.7,1,1,1,118784,0,2,Debit Card,1101,1
9421,5638040,MEHLER,649,UK,1,26,5,0,2,0,1,7766,0,4,Debit Card,633,1
9422,5589652,ROFFERS,628,UK,1,38,2,96062.8,1,1,0,66765,0,3,Titanium Card,1623,1
9423,5780608,FREIHOFER,659,UK,0,40,15,98340.2,1,1,0,285917,0,5,Titanium Card,410,1
9424,5758166,ZOLLICOFFER,651,USA,0,19,14,107728.5,1,1,0,266752,0,1,Gold Card,604,1
9425,5666563,BUDRIS,705,UK,0,45,14,0,2,1,1,179169,0,4,Debit Card,901,1
9426,5684834,PURSCHE,737,USA,0,79,3,0,2,1,1,75401,0,2,Gold Card,1070,1
9427,5675700,NORKETT,569,USA,1,60,7,50150.4,2,0,0,217273,1,5,Debit Card,763,0
9428,5585556,SAINTJOHN,657,USA,1,40,15,0,2,0,0,122852,0,1,Debit Card,810,1
9429,5753067,RUSLING,724,UK,0,77,14,58361.9,2,1,1,63865,0,5,Titanium Card,1135,1
9430,5578894,ANASTAS,687,UK,0,35,7,96388,1,1,1,131414,0,1,Debit Card,1534,1
9431,5592058,IRVAN,766,UK,1,37,12,81712,2,1,1,124231,0,3,Gold Card,883,1
9432,5600032,INGUANZO,531,USA,0,18,14,114821.3,1,0,1,232716,0,6,Gold Card,1002,1
9433,5574734,KLEMPEL,438,Israel,1,23,7,114621.5,2,1,1,14367,0,4,Gold Card,1047,1
9434,5583126,LOOFT,663,UK,0,37,13,0,2,1,1,255588,0,4,Elite Card,1218,1
9435,5734010,DAVIN,724,USA,1,39,15,0,2,0,0,5919,0,1,Elite Card,907,1
9436,5637087,BICKINGS,762,Israel,1,46,7,74532,2,1,1,153276,0,3,Debit Card,748,1
9437,5772476,FIGART,662,UK,0,28,4,0,3,1,0,113414,0,2,Titanium Card,681,1
9438,5806220,INCITTI,723,UK,1,21,15,52891.1,1,1,1,39255,0,6,Titanium Card,440,1
9439,5641422,BERTCH,757,Israel,1,67,13,80611,3,0,0,217091,1,1,Titanium Card,1018,0
9440,5693299,FOLLMAN,694,UK,1,22,14,95270.3,1,1,1,87202,0,4,Debit Card,991,1
9441,5584535,MECKFESSEL,677,USA,0,19,9,0,3,0,0,141930,1,3,Elite Card,721,0
9442,5703925,HOGIN,618,UK,0,24,6,64556.5,1,1,0,163147,0,3,Gold Card,1447,1
9443,5608072,ARAKELYAN,781,UK,0,33,1,70174.5,2,1,1,224255,0,1,Elite Card,940,1
9444,5687721,BRKIC,664,Israel,0,54,12,82362.7,1,1,1,180472,1,4,Titanium Card,1080,0
9445,5783310,INGEL,545,Israel,0,42,10,85275.8,2,1,1,66308,0,3,Debit Card,904,1
9446,5733075,NAHRSTEDT,643,USA,0,23,14,63552.4,1,1,0,9194,1,4,Gold Card,414,0
9447,5580988,PEDRERO,530,UK,1,26,5,48812.6,1,0,1,190195,0,3,Debit Card,1522,1
9448,5810584,MARRO,701,UK,0,37,12,0,2,0,1,41264,1,3,Elite Card,1767,0
9449,5628548,CARTLAND,544,Israel,1,35,8,99997.1,2,1,0,63215,0,1,Elite Card,972,1
9450,5617440,WITTSTOCK,617,Israel,1,31,11,82449.5,2,1,1,131977,0,1,Debit Card,1664,1
9451,5784366,HEDRICKS,688,Israel,0,29,6,82750.2,1,1,0,122827,0,4,Debit Card,825,1
9452,5572005,GAOUETTE,566,USA,0,21,8,106023.6,1,1,0,4057,1,5,Gold Card,1044,0
9453,5750100,THIFFAULT,655,UK,0,34,3,0,2,1,0,45819,0,2,Debit Card,465,1
9454,5770980,HEARNSBERGER,620,UK,0,22,12,104541.2,1,1,1,224103,0,3,Elite Card,498,1
9455,5741245,SIERER,759,UK,0,58,2,0,2,1,1,177643,0,2,Debit Card,1164,1
9456,5603935,LOMENZO,697,USA,1,53,15,0,2,1,1,87663,0,2,Elite Card,1758,1
9457,5723770,LOSAW,643,UK,1,31,15,100370.6,1,1,0,45621,0,6,Debit Card,717,1
9458,5799735,JENEMA,689,UK,0,24,13,72758.1,1,1,1,88221,0,1,Gold Card,778,1
9459,5666775,LIMPUS,597,UK,0,38,4,105567.3,2,1,0,232956,0,1,Debit Card,874,1
9460,5642459,MEEDS,604,UK,0,43,15,0,1,1,0,281915,0,3,Titanium Card,1080,1
9461,5581798,GULAS,766,USA,1,35,11,0,2,1,1,64554,0,4,Debit Card,1411,1
9462,5729749,VALKO,748,UK,0,33,13,0,2,0,1,39814,0,4,Gold Card,648,1
9463,5737598,SULTENFUSS,819,USA,1,36,0,0,2,1,0,257892,0,1,Debit Card,847,1
9464,5715338,ABBEN,710,UK,0,28,0,0,1,0,1,53417,0,2,Gold Card,1092,1
9465,5786157,JOU,802,UK,0,30,15,0,2,1,0,28570,0,2,Titanium Card,1786,1
9466,5816098,KIESEWETTER,834,UK,1,59,5,0,2,1,1,59730,0,6,Elite Card,1124,1
9467,5593495,KROT,587,UK,0,56,4,0,1,1,0,193520,1,4,Titanium Card,1617,0
9468,5736637,BARSUGLIA,653,USA,0,41,0,55153,1,1,0,170715,0,5,Gold Card,1562,1
9469,5639217,WYLES,631,Israel,0,44,2,95176.8,2,1,0,52124,0,4,Debit Card,1164,1
9470,5675047,SICARI,744,UK,0,34,2,80782,1,1,1,84403,0,3,Gold Card,1786,1
9471,5696085,THEODOSIS,704,Israel,0,24,7,88621.4,2,1,1,69945,0,6,Titanium Card,739,1
9472,5777055,BARINEAU,483,UK,1,31,1,82249.6,1,1,1,187359,0,5,Elite Card,1551,1
9473,5581308,OGUINN,777,Israel,0,75,0,107581,1,1,1,202304,0,4,Elite Card,579,1
9474,5692105,LADIK,657,USA,1,36,14,0,2,0,0,55046,1,1,Titanium Card,1432,0
9475,5631859,HOPLER,706,UK,0,45,8,53042.2,2,1,1,258301,0,4,Elite Card,753,1
9476,5622919,ZOPPI,693,UK,1,42,3,0,2,1,0,205704,0,2,Gold Card,1162,1
9477,5572232,DUFFORD,664,Israel,0,53,3,92154.8,1,1,0,86392,0,4,Titanium Card,1408,1
9478,5592552,KRAMPEN,719,UK,1,41,12,0,1,0,0,54822,1,2,Titanium Card,1700,0
9479,5653633,REANO,812,Israel,0,47,14,54380.7,1,1,0,274440,1,3,Titanium Card,699,0
9480,5596889,KLEMER,771,USA,0,31,1,0,2,0,0,63176,0,2,Elite Card,760,1
9481,5710975,SCHNEEWEIS,643,UK,0,36,14,63951.4,1,1,0,299217,0,2,Titanium Card,486,1
9482,5614735,MADAUS,470,USA,0,39,3,77955.1,1,1,0,136639,0,3,Elite Card,1207,1
9483,5599592,ZIPPI,759,UK,1,30,10,0,2,1,0,21135,1,2,Elite Card,399,0
9484,5677951,PINNEY,756,UK,0,31,6,53034.1,1,0,1,267400,0,2,Debit Card,1063,1
9485,5622673,MARCHETTA,828,Israel,1,38,3,77611.3,1,0,1,128712,0,1,Titanium Card,1605,1
9486,5656831,LYCZAK,822,USA,1,42,3,58760.7,1,1,0,164488,0,2,Gold Card,410,1
9487,5605696,COCKE,784,UK,1,30,10,118486.1,1,1,1,242463,0,4,Debit Card,1776,1
9488,5674431,PICCIUTO,893,USA,1,30,6,0,1,1,1,5745,0,1,Debit Card,1761,1
9489,5660149,SIVONGXAY,747,USA,0,41,13,82608.5,2,1,1,219954,0,2,Elite Card,1346,1
9490,5778671,BESSEL,889,UK,1,37,4,0,1,1,1,216620,1,4,Debit Card,1174,0
9491,5655971,BUNTZ,645,UK,0,74,12,0,1,1,1,98702,0,1,Elite Card,696,1
9492,5621574,MOTTL,694,UK,1,40,10,72204.3,1,1,1,288729,0,2,Elite Card,1677,1
9493,5776636,KIELTYKA,738,Israel,1,38,13,68641.7,1,1,0,181279,1,4,Titanium Card,516,0
9494,5618716,HOPWOOD,746,UK,1,41,4,69001.5,1,1,1,219287,0,1,Debit Card,1484,1
9495,5689783,TRUM,854,Israel,1,50,1,79769.6,2,0,1,222618,1,6,Elite Card,1026,0
9496,5764198,ARIEMMA,650,UK,1,32,15,122512.3,1,1,0,246179,0,3,Elite Card,523,1
9497,5757383,FELION,726,UK,0,32,6,0,2,1,0,245186,0,2,Gold Card,1704,1
9498,5619005,DETILLIER,642,UK,0,18,11,0,2,0,1,217467,0,2,Titanium Card,1627,1
9499,5702102,TJOA,597,UK,1,58,10,93934,1,1,1,100933,0,2,Debit Card,712,1
9500,5701095,DAYON,618,Israel,0,18,11,62699.9,2,1,0,154903,0,2,Debit Card,1642,1
9501,5647388,STABINSKI,822,USA,1,27,10,65950.9,1,1,1,160454,0,3,Gold Card,853,1
9502,5634708,LASKEY,825,Israel,0,18,9,95248.2,1,1,1,176448,0,2,Gold Card,1170,1
9503,5688504,BIDERMAN,836,USA,1,30,1,30705.3,2,1,1,284666,0,3,Debit Card,561,1
9504,5699027,POLNITZ,764,UK,1,53,10,79846.5,1,0,1,99048,0,3,Titanium Card,854,1
9505,5593388,PONTORIERO,578,UK,1,44,7,95496.6,1,1,0,147991,0,6,Titanium Card,1382,1
9506,5572161,KLUNE,712,UK,1,32,3,53042,1,1,1,112031,0,2,Debit Card,451,1
9507,5661774,BUONFIGLIO,743,UK,1,63,9,0,2,0,1,224406,0,3,Elite Card,984,1
9508,5730416,SILZER,872,UK,1,39,0,0,1,1,1,119833,0,2,Gold Card,716,1
9509,5620429,SCHNUR,718,USA,1,21,2,64439.8,2,1,1,208163,0,1,Gold Card,691,1
9510,5610607,VOLO,780,UK,0,27,11,0,2,1,0,232043,0,4,Elite Card,633,1
9511,5736000,TRENDELL,660,UK,0,28,2,110632,2,0,1,253251,0,4,Gold Card,573,1
9512,5654075,LATCHMAN,838,UK,1,40,13,61784.2,1,1,0,158726,0,1,Gold Card,1785,1
9513,5618315,ANDERSSON,685,UK,0,39,1,55463.4,1,1,1,73023,0,1,Gold Card,522,1
9514,5566745,SCHILZ,506,UK,0,43,10,86258.6,1,0,1,221933,1,3,Debit Card,483,0
9515,5566243,SMETTERS,926,UK,1,19,13,0,2,1,1,84278,0,6,Debit Card,436,1
9516,5793063,ROZZO,604,USA,1,31,8,86822.1,1,1,1,122791,0,3,Elite Card,620,1
9517,5770837,MOUSSETTE,614,UK,1,36,13,82335,1,1,1,104740,0,4,Titanium Card,1300,1
9518,5738810,HENNEKES,575,Israel,0,45,7,93929.4,2,1,1,177088,0,1,Gold Card,1120,1
9519,5715441,RIOTTO,659,Israel,0,39,9,109245.2,1,1,1,168499,0,2,Elite Card,850,1
9520,5782921,GALPERN,632,UK,1,18,1,0,2,1,0,21820,0,3,Debit Card,1360,1
9521,5674932,GUTKIN,811,Israel,1,26,3,62544.5,2,1,0,189258,0,1,Titanium Card,940,1
9522,5661655,PATSEL,630,USA,1,37,15,0,2,1,0,5340,0,4,Gold Card,901,1
9523,5664882,SHEPP,412,UK,0,27,8,0,2,1,1,133317,0,2,Titanium Card,954,1
9524,5791418,MORGRET,748,UK,0,37,3,76445.9,1,1,0,126907,0,4,Elite Card,824,1
9525,5741198,CORTAZAR,851,Israel,1,45,0,97837.8,1,1,0,117402,0,3,Gold Card,655,1
9526,5700089,PROTOPAPAS,592,UK,0,43,9,100142.5,1,1,0,181002,1,1,Elite Card,1718,0
9527,5665674,PAULETTO,700,Israel,1,18,8,74122.4,2,0,1,15095,0,6,Gold Card,1155,1
9528,5683164,BAJRAMI,914,UK,1,45,2,66544.3,1,1,1,245984,1,3,Elite Card,1570,0
9529,5585151,OBERLIES,771,UK,0,41,2,0,1,1,0,90876,0,3,Elite Card,1418,1
9530,5662728,FEAGINS,495,UK,1,43,10,0,2,1,1,141256,0,4,Elite Card,1477,1
9531,5586363,SIBILIA,685,UK,0,45,0,0,2,0,0,250772,0,3,Elite Card,536,1
9532,5718673,NONAMAKER,734,UK,1,56,2,0,1,1,1,58371,0,2,Elite Card,1012,1
9533,5644474,UEBELE,590,UK,0,26,3,0,2,1,1,136795,0,4,Gold Card,1123,1
9534,5734036,STECH,611,Israel,1,39,3,57809.4,1,1,0,128804,1,2,Elite Card,1390,0
9535,5796988,BUDZIEN,789,USA,0,43,1,0,2,1,0,86006,0,6,Elite Card,1092,1
9536,5582491,CARUSO,825,USA,0,41,4,88558.7,1,1,1,263020,0,5,Titanium Card,1351,1
9537,5632890,DROOGSMA,628,Israel,0,39,11,85804.9,1,1,0,94638,1,5,Elite Card,606,0
9538,5781987,LENTNER,823,UK,0,31,8,0,2,1,0,164613,0,2,Gold Card,687,1
9539,5574588,WATTY,856,UK,1,22,10,0,2,1,0,186734,0,1,Titanium Card,1250,1
9540,5591125,BYLIN,610,UK,0,26,8,82128.1,1,1,1,85457,1,1,Titanium Card,1408,0
9541,5636240,MEIGGS,782,Israel,1,47,11,76832.1,4,1,0,196128,1,2,Titanium Card,616,0
9542,5669384,HANDS,677,UK,0,38,0,39573.8,1,1,1,287185,0,1,Gold Card,1048,1
9543,5622414,STEINHOFF,720,USA,0,29,12,0,2,1,1,144664,0,2,Titanium Card,1038,1
9544,5615109,MCGARTY,644,UK,1,25,5,75112.5,1,0,1,183876,0,2,Elite Card,944,1
9545,5729452,HALVERSON,671,Israel,1,42,9,92335.7,2,1,0,85823,0,5,Elite Card,846,1
9546,5571501,MENDRIN,773,USA,1,60,10,0,1,1,1,293911,0,3,Elite Card,406,1
9547,5777860,SONNENTAG,481,UK,1,19,13,0,2,1,1,158173,0,4,Elite Card,1290,1
9548,5684394,PANESAR,676,UK,1,33,1,0,2,1,1,56805,0,1,Debit Card,1087,1
9549,5759564,SHROCK,618,UK,0,49,15,0,2,1,0,78802,0,1,Elite Card,660,1
9550,5774031,GUERREO,610,USA,1,40,10,104845.3,2,1,0,212299,0,6,Elite Card,1692,1
9551,5723660,RUHLE,822,UK,1,40,11,89247.4,1,1,1,75852,0,5,Elite Card,1596,1
9552,5688739,BRUHNKE,769,Israel,1,38,8,94659.5,2,1,0,39175,0,4,Elite Card,1354,1
9553,5772485,KURAK,678,UK,1,42,2,0,1,1,1,228081,0,4,Elite Card,990,1
9554,5810815,DUNGEY,626,UK,0,43,8,0,2,1,0,2292,0,3,Debit Card,831,1
9555,5593842,FAIRCLOUGH,818,UK,1,38,8,30925.4,3,1,0,191908,1,4,Titanium Card,1659,0
9556,5656781,SWEHLA,782,Israel,1,70,0,99111.3,1,1,0,3908,1,5,Gold Card,1268,0
9557,5782354,BORGFELD,858,Israel,1,30,2,76734.3,1,0,0,86762,1,2,Debit Card,1447,0
9558,5758730,BAYLOCK,667,Israel,1,74,11,98908.9,1,1,1,280492,0,4,Elite Card,433,1
9559,5801884,JANKOVICH,646,USA,0,42,11,0,1,1,0,8323,1,4,Titanium Card,1076,0
9560,5763456,PORRETTO,800,USA,1,44,13,96068.2,1,1,1,17523,0,3,Gold Card,393,1
9561,5660026,ASPENGREN,665,UK,1,40,5,85917.8,3,1,1,160409,1,4,Titanium Card,609,0
9562,5811263,GUAL,650,Israel,1,39,15,78965.4,2,1,0,79758,0,4,Gold Card,1369,1
9563,5628752,RUHLEN,822,UK,0,31,2,0,2,1,1,171583,0,3,Debit Card,925,1
9564,5626001,LEATHERBY,757,UK,0,29,4,0,2,0,1,3226,0,1,Debit Card,831,1
9565,5720505,LOMINY,634,USA,1,40,5,0,2,0,1,275239,0,3,Gold Card,1066,1
9566,5753540,RODRIDUEZ,545,UK,0,44,12,90652.7,4,1,1,114874,1,1,Debit Card,1576,0
9567,5745124,BALIS,653,UK,1,46,10,78181.2,2,1,0,156326,1,5,Elite Card,1707,0
9568,5697614,LAPERNA,680,UK,0,25,12,0,1,1,0,13474,0,5,Gold Card,1585,1
9569,5679187,ENDERLIN,644,UK,0,42,13,0,2,0,0,14976,0,5,Titanium Card,642,1
9570,5644891,MATURI,661,USA,0,39,4,0,2,1,0,29250,0,5,Elite Card,756,1
9571,5625052,DELMORO,703,UK,0,40,8,86137,1,1,1,118719,0,1,Debit Card,828,1
9572,5717936,WINKEL,717,USA,0,49,3,0,1,1,0,287542,1,2,Elite Card,1112,0
9573,5641730,SUEN,744,USA,0,19,3,0,1,0,1,89467,1,1,Gold Card,1116,0
9574,5796850,STROMLEY,622,Israel,0,27,15,69343.7,2,1,1,82811,0,1,Elite Card,1666,1
9575,5720997,BELLASSAI,556,USA,0,42,2,0,2,1,0,249265,0,2,Gold Card,1101,1
9576,5605373,TWA,547,UK,1,32,0,0,2,0,0,204535,0,2,Elite Card,1746,1
9577,5724455,BUTTLES,661,Israel,1,36,9,69248.9,1,1,0,222917,0,2,Debit Card,1735,1
